symbol,date,price
AAPL,Feb-04,28.66
AAPL,Mar-04,33.95
AAPL,Apr-04,31.01
AAPL,May-04,21
AAPL,Jun-04,26.19
AAPL,Jul-04,25.41
AAPL,Aug-04,30.47
AAPL,Sep-04,12.88
AAPL,Oct-04,9.78
AAPL,Nov-04,8.25
AAPL,Dec-04,7.44
AAPL,Jan-05,10.81
AAPL,Feb-05,9.12
AAPL,Mar-05,11.03
AAPL,Apr-05,12.74
AAPL,May-05,9.98
AAPL,Jun-05,11.62
AAPL,Jul-05,9.4
AAPL,Aug-05,9.27
AAPL,Sep-05,7.76
AAPL,Oct-05,8.78
AAPL,Nov-05,10.65
AAPL,Dec-05,10.95
AAPL,Jan-06,12.36
AAPL,Feb-06,10.85
AAPL,Mar-06,11.84
AAPL,Apr-06,12.14
AAPL,May-06,11.65
AAPL,Jun-06,8.86
AAPL,Jul-06,7.63
AAPL,Aug-06,7.38
AAPL,Sep-06,7.25
AAPL,Oct-06,8.03
AAPL,Nov-06,7.75
AAPL,Dec-06,7.16
AAPL,Jan-07,7.18
AAPL,Feb-07,7.51
AAPL,Mar-07,7.07
AAPL,Apr-07,7.11
AAPL,May-07,8.98
AAPL,Jun-07,9.53
AAPL,Jul-07,10.54
AAPL,Aug-07,11.31
AAPL,Sep-07,10.36
AAPL,Oct-07,11.44
AAPL,Nov-07,10.45
AAPL,Dec-07,10.69
AAPL,Jan-08,11.28
AAPL,Feb-08,11.96
AAPL,Mar-08,13.52
AAPL,Apr-08,12.89
AAPL,May-08,14.03
AAPL,Jun-08,16.27
AAPL,Jul-08,16.17
AAPL,Aug-08,17.25
AAPL,Sep-08,19.38
AAPL,Oct-08,26.2
AAPL,Nov-08,33.53
AAPL,Dec-08,32.2
AAPL,Jan-09,38.45
AAPL,Feb-09,44.86
AAPL,Mar-09,41.67
AAPL,Apr-09,36.06
AAPL,May-09,39.76
AAPL,Jun-09,36.81
AAPL,Jul-09,42.65
AAPL,Aug-09,46.89
AAPL,Sep-09,53.61
AAPL,Oct-09,57.59
AAPL,Nov-09,67.82
AAPL,Dec-09,71.89
AAPL,Jan-10,75.51
AAPL,Feb-10,68.49
AAPL,Mar-10,62.72
AAPL,Mar-08,70.39
AAPL,Apr-08,59.77
AAPL,May-08,57.27
AAPL,Jun-08,67.96
AAPL,Jul-08,67.85
AAPL,Aug-08,76.98
AAPL,Sep-08,81.08
AAPL,Oct-08,91.66
AAPL,Nov-08,84.84
AAPL,Dec-08,85.73
AAPL,Jan-09,84.61
AAPL,Feb-09,92.91
AAPL,Mar-09,99.8
AAPL,Apr-09,121.19
AAPL,May-09,122.04
AAPL,Jun-09,131.76
AAPL,Jul-09,138.48
AAPL,Aug-09,153.47
AAPL,Sep-09,189.95
AAPL,Oct-09,182.22
AAPL,Nov-09,198.08
AAPL,Dec-09,135.36
AAPL,Jan-10,125.02
AAPL,Feb-10,143.5
AAPL,Mar-10,173.95
AAPL,Jan-00,188.75
AAPL,Feb-00,167.44
AAPL,Mar-00,158.95
AAPL,Apr-00,169.53
AAPL,May-00,113.66
AAPL,Jun-00,107.59
AAPL,Jul-00,92.67
AAPL,Aug-00,85.35
AAPL,Sep-00,90.13
AAPL,Oct-00,89.31
AAPL,Nov-00,105.12
AAPL,Dec-00,125.83
AAPL,Jan-01,135.81
AAPL,Feb-01,142.43
AAPL,Mar-01,163.39
AAPL,Apr-01,168.21
AAPL,May-01,185.35
AAPL,Jun-01,188.5
AAPL,Jul-01,199.91
AAPL,Aug-01,210.73
AAPL,Sep-01,192.06
AAPL,Oct-01,204.62
AAPL,Nov-01,223.02
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
